Real Price Paid,Interest Rate,Interest Rate % Change 1Q,Interest Rate % Change 2Q,Interest Rate % Change 4Q,FTSE 100,FTSE 100 % Change 1Q,FTSE 100 % Change 2Q,FTSE 100 % Change 4Q,CVM SA GDP (m),CVM SA GDP % Change 1Q,CVM SA GDP % Change 2Q,CVM SA GDP % Change 4Q,Date of Transaction,Number of Bedrooms,Number of Bathrooms,Number of Reception Rooms,Floor Area,Property Type,New Build?,Estate Type,Latitude,Longitude,Distance to The Lake (Meters),Time to The Lake (Seconds),Distance to The Orchard (Meters),Time to The Orchard (Seconds),Distance to Clarence Park (Meters),Time to Clarence Park (Seconds),Distance to Oysterfields (Meters),Time to Oysterfields (Seconds),Distance to Victoria Playing Field (Meters),Time to Victoria Playing Field (Seconds),Distance to Highfield Park (Meters),Time to Highfield Park (Seconds),Distance to Birklands Park (Meters),Time to Birklands Park (Seconds),Distance to The Wick (Meters),Time to The Wick (Seconds),Distance to St Albans City (Meters),Time to St Albans City (Seconds),Distance to St Albans Abbey (Meters),Time to St Albans Abbey (Seconds),Stations Within 5 Minute Walk,Stations Within 10 Minute Walk,Stations Within 15 Minute Walk
165939,5.94,-3.2,-11.6,-11.6,3834.5,2.5218,8.9608,16.0177,324609,0.35488850,1.26151770,2.29137208,35184.00,4,2,2,,2,FALSE,0,51.7561877,-0.3064088,4435,3365,3393,2617,3233,2402,3800,2841,3310,2486,1949,1472,3062,2304,826,613,2083,1615,3664,2823,0,0,0
100437,5.94,-3.2,-11.6,-11.6,3816.9,2.1038,7.9986,15.6305,324609,0.35488850,1.26151770,2.29137208,35185.00,2,1,2,664,1,FALSE,0,51.747276,-0.3063314,4168,3141,3126,2393,2043,1471,3740,2847,3249,2492,1084,815,2063,1510,1836,1397,1817,1391,3295,2485,0,0,0
121543,5.94,-3.2,-11.6,-11.6,3816.9,2.1038,7.9986,15.6305,324609,0.35488850,1.26151770,2.29137208,35185.00,2,1,2,588,2,FALSE,0,51.7500094,-0.3315758,2187,1635,1139,871,2161,1581,1836,1363,1523,1143,2992,2218,2680,1977,2490,1878,484,381,1610,1188,0,1,1
126270,5.94,-3.2,-11.6,-11.6,3810.8,1.4092,7.6467,15.4692,324609,0.35488850,1.26151770,2.29137208,35187.00,2,1,2,609,2,FALSE,0,51.748707,-0.3373783,1604,1190,556,426,2024,1459,1651,1223,1338,1003,3471,2574,2731,2002,3034,2310,1122,888,1070,822,0,0,2
116110,5.94,-3.2,-11.6,-11.6,3753.1,-0.1066,5.7339,13.1491,324609,0.35488850,1.26151770,2.29137208,35188.00,3,1,1,,2,FALSE,0,51.7379328,-0.3366038,2309,1705,1870,1426,1061,737,3030,2257,2717,2037,3453,2574,2417,1749,4117,3133,2152,1633,1035,746,0,0,1
221335,5.94,-3.2,-11.6,-11.6,3760.2,-0.3750,3.7604,12.2015,324609,0.35488850,1.26151770,2.29137208,35202.00,4,4,4,,1,FALSE,0,51.7479199,-0.330888,2163,1649,1115,885,1826,1345,1968,1482,1656,1261,3071,2272,2346,1717,2575,1956,569,459,1502,1140,0,1,1
142961,5.94,-3.2,-11.6,-11.6,3760.2,-0.3750,3.7604,12.2015,324609,0.35488850,1.26151770,2.29137208,35202.00,2,1,2,902.6,2,FALSE,0,51.7502559,-0.3318346,2156,1612,1108,848,2188,1600,1806,1340,1493,1119,3019,2237,2707,1996,2517,1897,511,401,1579,1165,0,1,1
121916,5.94,-3.2,-11.6,-11.6,3746.8,-0.1895,3.6805,11.7567,324609,0.35488850,1.26151770,2.29137208,35209.00,3,1,1,,2,FALSE,0,51.7353638,-0.3406011,2690,2019,2266,1750,1888,1361,3525,2676,3212,2456,4281,3199,3245,2374,4894,3729,2928,2229,1478,1101,0,0,0
121916,5.94,-3.2,-11.6,-11.6,3753.9,0.6500,2.6612,11.6226,324609,0.35488850,1.26151770,2.29137208,35216.00,3,1,3,,1,FALSE,0,51.748701,-0.3347619,1927,1427,844,643,1959,1413,1741,1294,1428,1074,3340,2493,2617,1940,2808,2124,832,657,1240,920,0,0,1
232221,5.94,-3.2,-11.6,-11.6,3753.9,0.6500,2.6612,11.6226,324609,0.35488850,1.26151770,2.29137208,35216.00,3,1,3,,1,FALSE,0,51.7472803,-0.3386738,1797,1367,749,603,2085,1536,1844,1400,1531,1179,3532,2651,2792,2079,3134,2417,1181,951,1189,940,0,0,0
116110,5.94,-3.2,-11.6,-11.6,3753.9,0.6500,2.6612,11.6226,324609,0.35488850,1.26151770,2.29137208,35216.00,2,1,2,,1,FALSE,0,51.7497005,-0.3315256,2257,1690,1209,926,2088,1530,1906,1418,1594,1197,3017,2240,2607,1926,2515,1900,509,404,1680,1243,0,1,1
152395,5.94,-3.2,-11.6,-11.6,3753.9,0.6500,2.6612,11.6226,324609,0.35488850,1.26151770,2.29137208,35216.00,2,1,1,1126,2,FALSE,0,51.7500908,-0.3319257,2165,1620,1117,856,2185,1600,1814,1348,1501,1127,3031,2248,2703,1996,2529,1908,523,412,1588,1173,0,1,1
156522,5.69,-4.4,-16.5,-16.5,3752.9,1.2017,2.3715,11.3192,324609,0.35488850,1.26151770,2.29137208,35228.00,3,3,1,1100.6,0,FALSE,0,51.7466148,-0.306817,4179,3151,3136,2403,1965,1415,3750,2857,3260,2502,1006,759,1985,1454,1914,1454,1827,1401,3305,2495,0,0,0
28986,5.69,-4.4,-12.1,-16.5,3755.9,2.0448,2.5480,10.1680,324609,0.35488850,1.26151770,2.29137208,35233.00,2,1,2,797.4,2,FALSE,0,51.7509626,-0.3222131,2915,2195,1872,1447,2548,1891,2375,1811,1884,1456,2337,1727,2729,2017,1933,1441,563,445,2454,1843,0,1,1
69565,5.69,-4.4,-12.1,-16.5,3755.9,2.0448,2.5480,10.1680,324609,0.35488850,1.26151770,2.29137208,35233.00,2,1,-,,2,FALSE,0,51.7524981,-0.3105791,3758,2847,2716,2099,2600,1927,3218,2463,2728,2108,1783,1337,2749,2061,1217,921,1407,1097,3032,2349,0,0,0
157971,5.69,-4.4,-12.1,-16.5,3726.5,0.9848,3.3222,9.5747,324609,0.35488850,1.26151770,2.29137208,35237.00,2,-,2,,2,FALSE,0,51.749223,-0.3400111,1414,1044,366,279,2214,1588,1461,1077,1148,856,3661,2703,2921,2131,3058,2333,1260,980,880,676,0,0,1
157971,5.69,-4.4,-12.1,-16.5,3687.1,0.4936,0.8055,10.5503,324609,0.35488850,1.26151770,2.29137208,35243.00,3,1,3,,1,FALSE,0,51.7452425,-0.3076272,4129,3105,3086,2356,1772,1269,3700,2811,3210,2455,1038,759,1791,1309,2108,1600,1777,1354,3255,2449,0,0,0
123178,5.69,-4.4,-12.1,-16.5,3769.4,0.9232,2.1277,10.5163,327469,0.87336511,1.22515414,2.24967860,35251.00,4,1,1,1041.9,1,FALSE,0,51.7495073,-0.3306045,2322,1738,1274,974,2027,1486,1971,1466,1659,1245,2956,2196,2546,1882,2454,1856,448,360,1704,1281,0,1,1
255102,5.69,-4.4,-12.1,-16.5,3723.6,-0.2954,0.3975,8.1453,327469,0.87336511,1.22515414,2.24967860,35254.00,4,3,3,1827,0,FALSE,0,51.7536105,-0.3071839,4070,3040,3028,2291,2962,2204,3530,2655,3040,2300,1679,1274,2791,2106,952,710,1718,1289,3394,2625,0,0,0
75802,5.69,-4.4,-12.1,-16.5,3737.6,-0.5351,1.8969,7.6306,327469,0.87336511,1.22515414,2.24967860,35258.00,1,1,1,398,2,FALSE,0,51.7347754,-0.3411372,2620,1972,2196,1703,1818,1313,3455,2629,3142,2408,4210,3151,3175,2326,4824,3682,2858,2182,1408,1053,0,0,0
233236,5.69,-4.4,-12.1,-16.5,3721.1,-1.4485,1.6823,7.4252,327469,0.87336511,1.22515414,2.24967860,35261.00,4,3,3,,0,FALSE,0,51.7474141,-0.3384769,1780,1351,732,587,2068,1520,1827,1384,1514,1164,3515,2636,2775,2064,3117,2401,1164,935,1172,925,0,0,0
405248,5.69,-4.4,-12.1,-16.5,3721.1,-1.4485,1.6823,7.4252,327469,0.87336511,1.22515414,2.24967860,35261.00,5,4,3,2388,0,FALSE,0,51.7574396,-0.3082736,4241,3175,3227,2428,3374,2500,3481,2608,2990,2253,2090,1570,3203,2402,507,380,2055,1528,3806,2921,0,0,0
111516,5.69,-4.4,-7.7,-16.5,3711.5,-3.0527,-1.4980,8.1557,327469,0.87336511,1.22515414,2.24967860,35265.00,2,1,1,,2,FALSE,0,51.7528897,-0.3105835,3802,2878,2759,2130,2643,1958,3262,2494,2771,2139,1826,1367,2792,2091,1173,889,1450,1128,3075,2379,0,0,0
135569,5.69,-4.4,-7.7,-16.5,3677.6,-4.4350,-1.4711,7.1732,327469,0.87336511,1.22515414,2.24967860,35270.00,3,1,2,1057,2,FALSE,0,51.7532079,-0.3116486,3767,2850,2725,2102,2739,2026,3227,2466,2737,2111,1922,1435,2888,2159,1096,830,1416,1100,3170,2447,0,0,0
86006,5.69,-4.4,-7.7,-16.5,3685.1,-3.8262,-1.1126,6.5019,327469,0.87336511,1.22515414,2.24967860,35272.00,2,1,2,708,2,FALSE,0,51.7529076,-0.3108278,3805,2880,2762,2132,2646,1960,3265,2496,2774,2141,1829,1370,2795,2094,1170,887,1453,1130,3078,2382,0,0,0
174854,5.69,-4.4,-7.7,-16.5,3685.1,-3.8262,-1.1126,6.5019,327469,0.87336511,1.22515414,2.24967860,35272.00,3,2,2,1014.6,2,FALSE,0,51.7492339,-0.3300071,2325,1760,1277,996,1987,1456,2049,1525,1736,1304,2915,2166,2506,1852,2414,1826,408,330,1663,1251,0,1,1
99419,5.69,-4.4,-7.7,-16.5,3709.3,-2.9008,-1.1862,6.7560,327469,0.87336511,1.22515414,2.24967860,35278.00,2,1,2,891,2,FALSE,0,51.7466773,-0.3042507,4318,3259,3275,2510,2144,1562,3889,2965,3399,2609,824,618,1936,1450,1774,1356,1966,1508,3444,2603,0,0,0
94340,5.69,-4.4,-7.7,-16.5,3750.3,-1.6132,-0.1813,7.8314,327469,0.87336511,1.22515414,2.24967860,35279.00,3,2,1,877,2,FALSE,0,51.7527042,-0.3105814,3781,2864,2739,2115,2623,1944,3241,2480,2751,2124,1806,1353,2772,2077,1194,904,1429,1113,3055,2365,0,0,0
107402,5.69,-4.4,-7.7,-16.5,3783.1,0.7930,0.8406,7.9617,327469,0.87336511,1.22515414,2.24967860,35283.00,3,1,2,868.4,2,FALSE,0,51.7526012,-0.3105803,3770,2856,2727,2107,2611,1935,3230,2472,2739,2116,1794,1345,2760,2069,1205,912,1418,1105,3043,2357,0,0,0
113208,5.69,-4.4,-7.7,-16.5,3815.0,2.5269,2.1992,8.6422,327469,0.87336511,1.22515414,2.24967860,35285.00,4,1,1,,2,FALSE,1,51.7416181,-0.3210603,3096,2301,2031,1531,1080,764,2967,2216,2654,1996,2059,1516,1335,961,3060,2304,1508,1142,2202,1633,0,0,0
567417,5.69,-4.4,-7.7,-16.5,3815.0,2.5269,2.1992,8.6422,327469,0.87336511,1.22515414,2.24967860,35285.00,6,3,4,,0,FALSE,0,51.759498,-0.3249212,3011,2213,1997,1466,3222,2336,2251,1646,1761,1291,3536,2575,3695,2674,1453,1054,1215,865,2632,1987,0,0,1
351959,5.69,-4.4,-7.7,-16.5,3815.0,2.5269,2.1992,8.6422,327469,0.87336511,1.22515414,2.24967860,35285.00,4,2,2,,1,FALSE,0,51.7447274,-0.3460888,1342,1014,934,756,2075,1518,2193,1683,1881,1462,4394,3304,3404,2511,3791,2940,1650,1165,3067,2286,0,0,0
113208,5.69,-4.4,-7.7,-16.5,3812.6,2.3370,2.4576,9.1198,327469,0.87336511,1.22515414,2.24967860,35286.00,2,1,-,,2,FALSE,0,51.7524761,-0.3108174,3757,2846,2714,2098,2598,1926,3217,2462,2726,2107,1781,1336,2747,2060,1218,922,1405,1096,3030,2348,0,0,0
126270,5.69,-4.4,-7.7,-16.5,3842.9,1.9543,1.7851,10.1954,327469,0.87336511,1.22515414,2.24967860,35293.00,2,1,1,,2,FALSE,0,51.7473772,-0.3323256,2058,1533,992,763,1779,1298,1956,1467,1643,1246,3102,2314,2377,1759,2706,2081,699,584,1372,1026,0,1,1
188607,5.69,-4.4,-7.7,-16.5,3867.2,1.8618,2.9530,10.1314,327469,0.87336511,1.22515414,2.24967860,35297.00,3,4,3,1665.7,1,FALSE,0,51.7542234,-0.3048778,4199,3197,3156,2449,2996,2234,3659,2813,3168,2457,1713,1304,2825,2136,1063,789,1847,1447,3428,2655,0,0,0
121190,5.69,-4.4,-7.7,-16.5,3907.6,3.3448,3.9334,9.4918,327469,0.87336511,1.22515414,2.24967860,35300.00,2,1,2,,2,FALSE,0,51.7468169,-0.3310959,2126,1580,1059,810,1724,1251,2090,1565,1778,1344,2967,2202,2243,1647,2773,2125,767,628,1439,1073,0,0,1
155298,5.69,-4.4,-7.7,-16.5,3889.7,3.6738,4.8076,9.4917,327469,0.87336511,1.22515414,2.24967860,35304.00,3,1,1,1183,2,FALSE,0,51.7527636,-0.311489,3718,2814,2675,2066,2689,1990,3178,2430,2687,2075,1872,1400,2838,2124,1146,866,1366,1064,3121,2412,0,0,0
121843,5.69,-4.4,-7.7,-16.5,3908.6,3.9298,4.8406,9.8168,327469,0.87336511,1.22515414,2.24967860,35305.00,2,1,1,557,1,FALSE,0,51.7483385,-0.3364858,1679,1251,631,487,1949,1411,1725,1284,1413,1064,3396,2526,2656,1954,2959,2262,1048,840,1145,883,0,0,2
188679,5.69,-4.4,-7.7,-16.5,3915.9,4.1778,4.6247,10.0513,327469,0.87336511,1.22515414,2.24967860,35306.00,4,2,2,,1,FALSE,0,51.7543985,-0.3048913,4216,3209,3174,2461,3014,2246,3676,2825,3186,2470,1730,1316,2843,2148,1045,776,1864,1459,3445,2667,0,0,0
166183,5.69,-4.4,-7.7,-16.5,3866.7,2.5784,3.5482,9.4215,327469,0.87336511,1.22515414,2.24967860,35307.00,4,2,2,1599.3,1,FALSE,0,51.7558876,-0.3054593,4426,3358,3383,2610,3223,2395,3827,2868,3337,2513,1940,1465,3052,2297,854,640,2074,1608,3655,2816,0,0,0
121212,5.69,0.0,-4.4,-16.5,3903.6,3.7991,3.6530,9.0967,327469,0.87336511,1.22515414,2.24967860,35317.00,3,1,2,,1,FALSE,0,51.7364753,-0.3113419,3965,2960,2900,2189,1252,902,3835,2874,3523,2654,1447,1098,489,337,3307,2552,2377,1800,3075,2263,0,0,0
100289,5.69,0.0,-4.4,-16.5,3915.1,4.1429,5.2949,9.5885,327469,0.87336511,1.22515414,2.24967860,35320.00,2,1,2,631,2,FALSE,0,51.752781,-0.3106195,3790,2870,2747,2122,2631,1950,3250,2486,2760,2130,1814,1359,2780,2083,1185,898,1438,1120,3063,2371,0,0,0
113997,5.69,0.0,-4.4,-16.5,3976.4,5.5402,7.3056,10.8012,327469,0.87336511,1.22515414,2.24967860,35328.00,3,1,1,924,2,FALSE,0,51.7524569,-0.3105787,3754,2844,2711,2096,2595,1924,3214,2460,2723,2105,1778,1333,2744,2057,1221,924,1402,1094,3027,2345,0,0,0
139250,5.69,0.0,-4.4,-16.5,3936.5,6.3356,6.7979,10.5830,327469,0.87336511,1.22515414,2.24967860,35335.00,3,1,3,,1,FALSE,0,51.7524134,-0.3114618,3679,2787,2637,2038,2650,1963,3139,2403,2649,2047,1833,1372,2799,2096,1184,894,1327,1036,3082,2384,0,0,0
145743,5.69,0.0,-4.4,-16.5,3936.5,6.3356,6.7979,10.5830,327469,0.87336511,1.22515414,2.24967860,35335.00,2,1,2,935,2,FALSE,0,51.7500807,-0.3318674,2165,1619,1117,855,2183,1596,1815,1347,1502,1127,3014,2234,2702,1993,2512,1893,506,397,1588,1172,0,1,1
137085,5.69,0.0,-4.4,-16.5,4004.2,6.4957,6.8403,12.3271,329992,0.76456399,1.63125167,2.87219084,35340.00,3,1,1,911,2,FALSE,0,51.7525034,-0.311503,3689,2794,2647,2046,2660,1970,3149,2410,2659,2055,1843,1379,2809,2103,1174,887,1337,1044,3092,2391,0,0,0
147908,5.69,0.0,-4.4,-16.5,4054.5,9.6658,6.4891,11.9817,329992,0.76456399,1.63125167,2.87219084,35356.00,4,2,3,,1,FALSE,0,51.7478837,-0.3061684,4100,3091,3057,2343,2111,1520,3671,2797,3181,2442,1129,838,2131,1559,1768,1347,1748,1341,3227,2435,0,0,0
124098,5.69,0.0,-4.4,-16.5,4054.5,9.6658,6.4891,11.9817,329992,0.76456399,1.63125167,2.87219084,35356.00,2,1,2,592,1,FALSE,0,51.7502336,-0.3324392,2122,1588,1074,824,2226,1629,1772,1316,1459,1095,3057,2266,2745,2025,2555,1926,549,430,1545,1141,0,1,1
111111,5.69,0.0,-4.4,-16.5,3988.0,7.9087,4.6088,11.1158,329992,0.76456399,1.63125167,2.87219084,35363.00,3,1,2,777,1,FALSE,0,51.7517105,-0.3044318,4371,3297,3329,2549,2738,1984,3831,2913,3341,2558,1457,1079,2569,1911,1433,1094,2020,1547,3479,2657,0,0,0
411255,5.94,4.2,0.0,-11.6,4006.8,8.5055,4.7394,12.3590,329992,0.76456399,1.63125167,2.87219084,35368.00,4,2,3,,0,FALSE,0,51.7555059,-0.3075657,4297,3200,3255,2451,3156,2338,3698,2767,3208,2412,1873,1409,2985,2241,725,539,1945,1449,3588,2760,0,0,0
137085,5.94,4.2,0.0,-11.6,3982.7,6.8647,4.1630,11.6805,329992,0.76456399,1.63125167,2.87219084,35370.00,3,1,2,,1,FALSE,0,51.7477591,-0.306539,4118,3104,3075,2356,2094,1507,3689,2810,3199,2455,1147,851,2113,1546,1786,1360,1766,1354,3244,2448,0,0,0
118326,5.94,4.2,0.0,-11.6,4092.8,4.5250,8.4539,11.8232,329992,0.76456399,1.63125167,2.87219084,35395.00,3,1,2,,2,FALSE,0,51.7353323,-0.3407217,2681,2013,2257,1744,1880,1355,3516,2670,3203,2450,4272,3192,3236,2367,4885,3723,2919,2223,1469,1094,0,0,0
174603,5.94,4.2,0.0,-11.6,4066.2,4.3407,7.8550,10.7496,329992,0.76456399,1.63125167,2.87219084,35396.00,3,2,1,,0,FALSE,0,51.7353064,-0.3404451,2697,2024,2272,1754,1895,1365,3531,2681,3219,2460,4287,3203,3251,2378,4900,3734,2935,2233,1484,1105,0,0,0
230880,5.94,4.2,0.0,-11.6,4051.8,3.3541,7.3918,9.6648,329992,0.76456399,1.63125167,2.87219084,35398.00,5,3,3,1863.1,1,FALSE,0,51.7531572,-0.3058544,4069,3108,3026,2360,2866,2145,3529,2724,3038,2369,1583,1215,2695,2047,1052,795,1717,1358,3298,2566,0,0,0
152958,5.94,4.2,0.0,-11.6,4051.8,3.3541,7.3918,9.6648,329992,0.76456399,1.63125167,2.87219084,35398.00,2,1,2,773.4,2,FALSE,0,51.7476629,-0.3379448,1700,1281,652,517,2039,1488,1747,1314,1434,1094,3486,2604,2746,2032,3088,2369,1135,903,1092,855,0,0,1
120863,5.94,4.2,0.0,-11.6,4055.7,4.4727,7.6879,9.3819,329992,0.76456399,1.63125167,2.87219084,35403.00,4,-,-,,2,FALSE,1,51.7409711,-0.3211964,3179,2368,2114,1597,1126,802,3050,2283,2737,2062,2106,1554,1381,999,3143,2370,1591,1208,2285,1700,0,0,0
117986,5.94,4.2,4.2,-11.6,4033.4,2.5785,7.6015,9.9246,329992,0.76456399,1.63125167,2.87219084,35409.00,4,3,2,1163.6,1,FALSE,0,51.7518512,-0.3058051,4121,3113,3078,2365,2697,1961,3581,2729,3090,2374,1416,1057,2528,1889,1183,910,1769,1363,3229,2477,0,0,0
213669,5.94,4.2,4.2,-11.6,3987.7,1.8206,5.8881,8.1200,329992,0.76456399,1.63125167,2.87219084,35411.00,3,2,2,1115,1,FALSE,0,51.7491845,-0.3390567,1478,1091,430,327,2150,1543,1525,1124,1212,904,3597,2659,2857,2087,3122,2381,1196,935,944,724,0,0,1
126619,5.94,4.2,4.2,-11.6,3987.7,1.8206,5.8881,8.1200,329992,0.76456399,1.63125167,2.87219084,35411.00,3,1,1,,1,FALSE,0,51.7513999,-0.3050097,4339,3273,3297,2525,2706,1960,3799,2889,3309,2534,1425,1056,2538,1888,1401,1070,1988,1523,3447,2634,0,0,0
207914,5.94,4.2,4.2,-7.4,3968.9,0.8063,5.1828,7.8384,329992,0.76456399,1.63125167,2.87219084,35412.00,3,1,1,,0,FALSE,0,51.7349287,-0.3408337,2637,1984,2213,1714,1836,1325,3472,2641,3159,2420,4228,3163,3192,2338,4841,3693,2876,2193,1425,1065,0,0,0
258921,5.94,4.2,4.2,-7.4,3981.1,0.1105,5.5362,8.0606,329992,0.76456399,1.63125167,2.87219084,35415.00,4,1,1,,0,FALSE,0,51.7467861,-0.3160607,3546,2612,2481,1842,1792,1276,3200,2407,2773,2138,1710,1247,1941,1409,2240,1688,1217,942,2651,1944,0,0,0
138849,5.94,4.2,4.2,-7.4,4021.3,1.7507,6.7789,11.2153,329992,0.76456399,1.63125167,2.87219084,35418.00,2,1,2,669,2,FALSE,0,51.7499076,-0.3311559,2218,1657,1170,893,2130,1558,1867,1385,1554,1165,2961,2195,2649,1954,2459,1855,453,359,1641,1211,0,1,1
122230,5.94,4.2,4.2,-7.4,4096.4,2.9294,8.3073,11.9495,329992,0.76456399,1.63125167,2.87219084,35419.00,4,2,1,1110,1,FALSE,0,51.751567,-0.3045033,4371,3297,3329,2549,2738,1984,3831,2913,3341,2558,1457,1079,2569,1911,1433,1094,2020,1547,3478,2657,0,0,0
125000,5.94,4.2,4.2,-3.2,4243.8,4.3546,13.2428,11.5934,334548,1.36183746,2.11598934,3.31521934,35453.00,2,1,1,649.5,2,FALSE,0,51.7483388,-0.3368125,1659,1235,611,471,1969,1423,1706,1268,1393,1047,3416,2539,2676,1967,2979,2274,1067,853,1125,867,0,0,2
225434,5.94,0.0,4.2,-3.2,4222.6,5.1106,13.1815,11.5095,334548,1.36183746,2.11598934,3.31521934,35460.00,4,1,2,,1,TRUE,0,51.7441742,-0.3294862,2541,1917,1565,1217,1513,1118,2501,1902,2189,1682,2892,2184,2189,1626,2988,2321,1023,821,1419,1070,0,0,1
202240,5.94,0.0,4.2,-3.2,4252.6,7.0545,13.4459,11.6635,334548,1.36183746,2.11598934,3.31521934,35461.00,3,3,2,1011,2,TRUE,0,51.7441438,-0.3295473,2546,1921,1570,1221,1519,1122,2507,1906,2194,1686,2897,2188,2195,1630,2994,2325,1028,825,1424,1074,0,0,1
226879,5.94,0.0,4.2,-3.2,4252.6,7.0545,13.4459,11.6635,334548,1.36183746,2.11598934,3.31521934,35461.00,3,2,2,,2,TRUE,0,51.7441596,-0.3295023,2543,1919,1567,1218,1515,1119,2503,1903,2191,1683,2894,2186,2191,1628,2990,2322,1025,822,1421,1072,0,0,1
126445,5.94,0.0,4.2,-3.2,4252.6,7.0545,13.4459,11.6635,334548,1.36183746,2.11598934,3.31521934,35461.00,2,1,2,760,2,FALSE,0,51.7499365,-0.3312243,2212,1653,1164,889,2136,1562,1862,1381,1549,1161,2967,2199,2655,1958,2465,1859,459,363,1635,1207,0,1,1
126081,5.94,0.0,4.2,-3.2,4269.1,7.4067,11.1124,11.9932,334548,1.36183746,2.11598934,3.31521934,35468.00,3,1,1,,2,FALSE,0,51.7358436,-0.3426617,2368,1750,1944,1481,1786,1261,3203,2407,2890,2187,4178,3099,3143,2274,4770,3613,2805,2113,1156,831,0,0,1
126801,5.94,0.0,4.2,-3.2,4293.4,8.9882,11.1986,13.3810,334548,1.36183746,2.11598934,3.31521934,35472.00,2,1,1,715,2,FALSE,0,51.7499505,-0.3305516,2255,1684,1207,920,2093,1531,1904,1412,1592,1192,2924,2169,2612,1928,2422,1828,416,332,1678,1237,0,1,1
122406,5.94,0.0,4.2,-3.2,4328.8,9.0949,11.8832,13.2877,334548,1.36183746,2.11598934,3.31521934,35475.00,3,1,1,1125,1,FALSE,0,51.7355835,-0.3423241,2374,1754,1949,1485,1792,1265,3208,2411,2896,2190,4184,3103,3148,2278,4776,3617,2811,2117,1161,835,0,0,1
98703,5.94,0.0,4.2,-3.2,4340.4,6.9164,9.9484,14.3074,334548,1.36183746,2.11598934,3.31521934,35489.00,2,1,-,,1,FALSE,0,51.7343972,-0.3411629,2546,1918,2122,1648,1784,1289,3381,2575,3068,2354,4176,3127,3140,2302,4789,3657,2823,2157,1333,999,0,0,0
117266,5.94,0.0,4.2,-3.2,4322.1,6.1637,10.3607,13.0353,334548,1.36183746,2.11598934,3.31521934,35493.00,3,1,-,,2,FALSE,0,51.7363419,-0.3115843,3955,2952,2890,2182,1242,895,3825,2867,3513,2646,1437,1090,499,344,3297,2545,2367,1793,3093,2271,0,0,0
197050,5.94,0.0,4.2,0.0,4465.2,10.2213,12.3421,18.2791,334548,1.36183746,2.11598934,3.31521934,35500.00,3,2,2,,0,TRUE,0,51.7449513,-0.3286546,2542,1915,1500,1165,1515,1115,2437,1851,2124,1630,2827,2133,2125,1575,2924,2269,958,769,1420,1068,0,0,1
100719,5.94,0.0,4.2,0.0,4465.2,10.2213,12.3421,18.2791,334548,1.36183746,2.11598934,3.31521934,35500.00,2,2,3,738.1,1,FALSE,0,51.7487345,-0.337888,1573,1164,525,400,2055,1479,1619,1197,1307,977,3502,2594,2763,2022,3065,2330,1154,909,1039,796,0,0,1
179784,5.94,0.0,4.2,0.0,4351.2,8.7861,9.5215,16.0301,334548,1.36183746,2.11598934,3.31521934,35503.00,3,1,1,,1,TRUE,0,51.744685,-0.3287544,2483,1874,1488,1160,1455,1075,2425,1845,2112,1625,2815,2127,2113,1569,2911,2264,946,764,1361,1028,0,0,1
146691,5.94,0.0,4.2,0.0,4351.2,8.7861,9.5215,16.0301,334548,1.36183746,2.11598934,3.31521934,35503.00,2,2,1,,2,TRUE,0,51.7448492,-0.3286006,2531,1907,1489,1158,1503,1108,2426,1843,2113,1623,2816,2126,2113,1568,2912,2262,947,762,1409,1061,0,0,1
197050,5.94,0.0,4.2,0.0,4351.2,8.7861,9.5215,16.0301,334548,1.36183746,2.11598934,3.31521934,35503.00,3,2,3,,1,TRUE,0,51.7449299,-0.3287,2542,1915,1500,1165,1515,1115,2437,1851,2124,1630,2827,2133,2125,1575,2924,2269,958,769,1420,1068,0,0,1
102158,5.94,0.0,4.2,0.0,4260.6,3.8539,6.6704,13.3972,334548,1.36183746,2.11598934,3.31521934,35510.00,1,1,1,487,2,FALSE,0,51.7473572,-0.3323117,2057,1532,991,762,1778,1297,1957,1468,1644,1247,3101,2313,2376,1758,2707,2082,701,586,1370,1025,0,1,1
151072,5.94,0.0,4.2,0.0,4260.6,3.8539,6.6704,13.3972,334548,1.36183746,2.11598934,3.31521934,35510.00,2,2,1,665,2,TRUE,0,51.744899,-0.3284192,2528,1905,1486,1156,1500,1106,2423,1841,2110,1621,2813,2124,2110,1566,2909,2260,944,760,1406,1059,0,0,1
146755,5.94,0.0,4.2,0.0,4260.6,3.8539,6.6704,13.3972,334548,1.36183746,2.11598934,3.31521934,35510.00,2,1,1,,2,TRUE,0,51.7448373,-0.3283487,2517,1899,1454,1134,1489,1100,2391,1819,2078,1599,2781,2101,2078,1543,2877,2238,912,738,1395,1052,0,0,1
146691,5.94,0.0,4.2,0.0,4260.6,3.8539,6.6704,13.3972,334548,1.36183746,2.11598934,3.31521934,35510.00,2,1,1,,1,TRUE,0,51.7448169,-0.3283019,2519,1900,1452,1133,1491,1101,2389,1818,2076,1598,2779,2100,2077,1542,2876,2237,910,737,1397,1054,0,0,1
127266,5.94,0.0,4.2,0.0,4261.1,4.1022,7.6201,13.6350,334548,1.36183746,2.11598934,3.31521934,35515.00,2,1,1,464.1,2,FALSE,0,51.7500115,-0.3308314,2235,1669,1187,905,2114,1546,1884,1397,1571,1177,2944,2183,2632,1942,2443,1843,437,347,1657,1223,0,1,1
