,Interest Rate,Interest Rate % Change 1Q,Interest Rate % Change 2Q,Interest Rate % Change 4Q,FTSE 100,FTSE 100 % Change 1Q,FTSE 100 % Change 2Q,FTSE 100 % Change 4Q,CVM SA GDP (m),CVM SA GDP % Change 1Q,CVM SA GDP % Change 2Q,CVM SA GDP % Change 4Q,Date of Transaction,Number of Bedrooms,Number of Bathrooms,Number of Reception Rooms,Floor Area,Property Type,New Build?,Estate Type,Latitude,Longitude,Distance to The Lake (Meters),Time to The Lake (Seconds),Distance to The Orchard (Meters),Time to The Orchard (Seconds),Distance to Clarence Park (Meters),Time to Clarence Park (Seconds),Distance to Oysterfields (Meters),Time to Oysterfields (Seconds),Distance to Victoria Playing Field (Meters),Time to Victoria Playing Field (Seconds),Distance to Highfield Park (Meters),Time to Highfield Park (Seconds),Distance to Birklands Park (Meters),Time to Birklands Park (Seconds),Distance to The Wick (Meters),Time to The Wick (Seconds),Distance to St Albans City (Meters),Time to St Albans City (Seconds),Distance to St Albans Abbey (Meters),Time to St Albans Abbey (Seconds),Stations Within 5 Minute Walk,Stations Within 10 Minute Walk,Stations Within 15 Minute Walk,Interest Rate_median_range,Interest Rate_mean_range,Interest Rate_q3,Interest Rate % Change 1Q_median_range,Interest Rate % Change 1Q_mean_range,Interest Rate % Change 1Q_q1,Interest Rate % Change 1Q_q3,Interest Rate % Change 2Q_median_range,Interest Rate % Change 2Q_mean_range,Interest Rate % Change 2Q_q1,Interest Rate % Change 2Q_q3,Interest Rate % Change 4Q_median_range,Interest Rate % Change 4Q_mean_range,Interest Rate % Change 4Q_q1,Interest Rate % Change 4Q_q3,FTSE 100_median_range,FTSE 100_mean_range,FTSE 100_q1,FTSE 100_q3,FTSE 100 % Change 1Q_median_range,FTSE 100 % Change 1Q_mean_range,FTSE 100 % Change 1Q_q1,FTSE 100 % Change 1Q_q3,FTSE 100 % Change 2Q_median_range,FTSE 100 % Change 2Q_mean_range,FTSE 100 % Change 2Q_q1,FTSE 100 % Change 2Q_q3,FTSE 100 % Change 4Q_median_range,FTSE 100 % Change 4Q_mean_range,FTSE 100 % Change 4Q_q1,FTSE 100 % Change 4Q_q3,CVM SA GDP (m)_median_range,CVM SA GDP (m)_mean_range,CVM SA GDP (m)_q1,CVM SA GDP (m)_q3,CVM SA GDP % Change 1Q_median_range,CVM SA GDP % Change 1Q_mean_range,CVM SA GDP % Change 1Q_q1,CVM SA GDP % Change 1Q_q3,CVM SA GDP % Change 2Q_median_range,CVM SA GDP % Change 2Q_mean_range,CVM SA GDP % Change 2Q_q1,CVM SA GDP % Change 2Q_q3,CVM SA GDP % Change 4Q_median_range,CVM SA GDP % Change 4Q_mean_range,CVM SA GDP % Change 4Q_q1,CVM SA GDP % Change 4Q_q3,Date of Transaction_median_range,Date of Transaction_mean_range,Date of Transaction_q1,Date of Transaction_q3,Floor Area_median_range,Floor Area_mean_range,Floor Area_q1,Floor Area_q3,Latitude_median_range,Latitude_mean_range,Latitude_q1,Latitude_q3,Longitude_median_range,Longitude_mean_range,Longitude_q1,Longitude_q3,Distance to The Lake (Meters)_median_range,Distance to The Lake (Meters)_mean_range,Distance to The Lake (Meters)_q1,Distance to The Lake (Meters)_q3,Time to The Lake (Seconds)_median_range,Time to The Lake (Seconds)_mean_range,Time to The Lake (Seconds)_q1,Time to The Lake (Seconds)_q3,Distance to The Orchard (Meters)_median_range,Distance to The Orchard (Meters)_mean_range,Distance to The Orchard (Meters)_q1,Distance to The Orchard (Meters)_q3,Time to The Orchard (Seconds)_median_range,Time to The Orchard (Seconds)_mean_range,Time to The Orchard (Seconds)_q1,Time to The Orchard (Seconds)_q3,Distance to Clarence Park (Meters)_median_range,Distance to Clarence Park (Meters)_mean_range,Distance to Clarence Park (Meters)_q1,Distance to Clarence Park (Meters)_q3,Time to Clarence Park (Seconds)_median_range,Time to Clarence Park (Seconds)_mean_range,Time to Clarence Park (Seconds)_q1,Time to Clarence Park (Seconds)_q3,Distance to Oysterfields (Meters)_median_range,Distance to Oysterfields (Meters)_mean_range,Distance to Oysterfields (Meters)_q1,Distance to Oysterfields (Meters)_q3,Time to Oysterfields (Seconds)_median_range,Time to Oysterfields (Seconds)_mean_range,Time to Oysterfields (Seconds)_q1,Time to Oysterfields (Seconds)_q3,Distance to Victoria Playing Field (Meters)_median_range,Distance to Victoria Playing Field (Meters)_mean_range,Distance to Victoria Playing Field (Meters)_q1,Distance to Victoria Playing Field (Meters)_q3,Time to Victoria Playing Field (Seconds)_median_range,Time to Victoria Playing Field (Seconds)_mean_range,Time to Victoria Playing Field (Seconds)_q1,Time to Victoria Playing Field (Seconds)_q3,Distance to Highfield Park (Meters)_median_range,Distance to Highfield Park (Meters)_mean_range,Distance to Highfield Park (Meters)_q1,Distance to Highfield Park (Meters)_q3,Time to Highfield Park (Seconds)_median_range,Time to Highfield Park (Seconds)_mean_range,Time to Highfield Park (Seconds)_q1,Time to Highfield Park (Seconds)_q3,Distance to Birklands Park (Meters)_median_range,Distance to Birklands Park (Meters)_mean_range,Distance to Birklands Park (Meters)_q1,Distance to Birklands Park (Meters)_q3,Time to Birklands Park (Seconds)_median_range,Time to Birklands Park (Seconds)_mean_range,Time to Birklands Park (Seconds)_q1,Time to Birklands Park (Seconds)_q3,Distance to The Wick (Meters)_median_range,Distance to The Wick (Meters)_mean_range,Distance to The Wick (Meters)_q1,Distance to The Wick (Meters)_q3,Time to The Wick (Seconds)_median_range,Time to The Wick (Seconds)_mean_range,Time to The Wick (Seconds)_q1,Time to The Wick (Seconds)_q3,Distance to St Albans City (Meters)_median_range,Distance to St Albans City (Meters)_mean_range,Distance to St Albans City (Meters)_q1,Distance to St Albans City (Meters)_q3,Time to St Albans City (Seconds)_median_range,Time to St Albans City (Seconds)_mean_range,Time to St Albans City (Seconds)_q1,Time to St Albans City (Seconds)_q3,Distance to St Albans Abbey (Meters)_median_range,Distance to St Albans Abbey (Meters)_mean_range,Distance to St Albans Abbey (Meters)_q1,Distance to St Albans Abbey (Meters)_q3,Time to St Albans Abbey (Seconds)_median_range,Time to St Albans Abbey (Seconds)_mean_range,Time to St Albans Abbey (Seconds)_q1,Time to St Albans Abbey (Seconds)_q3
516,6.0,0.0,0.0,8.3,6466.9,1.2232,3.5272,1.7056,377333.0,0.15715562,0.429329,1.73215701,36838.0,4.0,2.0,4.0,545.7603906705542,1.0,0.0,0.0,51.758801899999995,-0.3074513,4266.0,3188.0,3252.0,2441.0,3527.0,2609.0,3506.0,2621.0,3016.0,2265.0,2244.0,1679.0,3356.0,2511.0,532.0,393.0,2340.0,1724.0,3887.0,2961.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
